src_type,src_id,dst_type,dst_id,edge_kind,amount_paise
settlement,EV_14,ledger_entry,L_00145,POSTED_AS,3960
settlement,EV_14,ledger_entry,L_00146,POSTED_AS,1100000
settlement,EV_15,ledger_entry,L_00149,POSTED_AS,976400
settlement,EV_15,ledger_entry,L_00150,POSTED_AS,20000
settlement,EV_15,ledger_entry,L_00151,POSTED_AS,3600
settlement,EV_15,ledger_entry,L_00152,POSTED_AS,1000000
settlement,EV_15,ledger_entry,L_00153,POSTED_AS,976400
settlement,EV_15,ledger_entry,L_00154,POSTED_AS,20000
settlement,EV_15,ledger_entry,L_00155,POSTED_AS,3600
settlement,EV_15,ledger_entry,L_00156,POSTED_AS,1000000
settlement,EV_17,ledger_entry,L_00161,POSTED_AS,1220500
settlement,EV_17,ledger_entry,L_00162,POSTED_AS,25000
settlement,EV_17,ledger_entry,L_00163,POSTED_AS,4500
settlement,EV_17,ledger_entry,L_00164,POSTED_AS,1250000
settlement,EV_18,ledger_entry,L_00167,POSTED_AS,1171680
settlement,EV_18,ledger_entry,L_00168,POSTED_AS,24000
settlement,EV_18,ledger_entry,L_00169,POSTED_AS,4320
settlement,EV_18,ledger_entry,L_00170,POSTED_AS,1200000
settlement,EV_19,ledger_entry,L_00173,POSTED_AS,927580
settlement,EV_19,ledger_entry,L_00174,POSTED_AS,19000
settlement,EV_19,ledger_entry,L_00175,POSTED_AS,3420
settlement,EV_19,ledger_entry,L_00176,POSTED_AS,950000
settlement,EV_20,ledger_entry,L_00179,POSTED_AS,439380
settlement,EV_20,ledger_entry,L_00180,POSTED_AS,9000
settlement,EV_20,ledger_entry,L_00181,POSTED_AS,1620
settlement,EV_20,ledger_entry,L_00182,POSTED_AS,450000
settlement,EV_20,ledger_entry,L_00185,POSTED_AS,439380
settlement,EV_20,ledger_entry,L_00186,POSTED_AS,9000
settlement,EV_20,ledger_entry,L_00187,POSTED_AS,1620
settlement,EV_20,ledger_entry,L_00188,POSTED_AS,450000
settlement,EV_21,ledger_entry,L_00191,POSTED_AS,488200
settlement,EV_21,ledger_entry,L_00192,POSTED_AS,10000
settlement,EV_21,ledger_entry,L_00193,POSTED_AS,1800
settlement,EV_21,ledger_entry,L_00194,POSTED_AS,500000
settlement,EV_22,ledger_entry,L_00197,POSTED_AS,488200
settlement,EV_22,ledger_entry,L_00198,POSTED_AS,10000
settlement,EV_22,ledger_entry,L_00199,POSTED_AS,1800
settlement,EV_22,ledger_entry,L_00200,POSTED_AS,500000
order,ORD_0001,payment,EV01_P1,PAID_BY,250000
order,ORD_0002,payment,EV01_P2,PAID_BY,1000000
order,ORD_0003,payment,EV01_P3,PAID_BY,480000
order,ORD_0004,payment,EV02_P1,PAID_BY,620000
order,ORD_0004,payment,EV02_P2,PAID_BY,620000
order,ORD_0004,payment,EV02_P3,PAID_BY,620000
order,ORD_0005,payment,EV02_P4,PAID_BY,310000
order,ORD_0006,payment,EV03_P1,PAID_BY,900000
order,ORD_0007,payment,EV04_P1,PAID_BY,1000000
order,ORD_0008,payment,EV05_P1,PAID_BY,120200
order,ORD_0009,payment,EV05_P2,PAID_BY,180500
order,ORD_0010,payment,EV05_P3,PAID_BY,240700
order,ORD_0011,payment,EV05_P4,PAID_BY,300800
order,ORD_0012,payment,EV05_P5,PAID_BY,361000
order,ORD_0013,payment,EV05_P6,PAID_BY,421100
order,ORD_0014,payment,EV06_P1,PAID_BY,1200000
order,ORD_0015,payment,EV07_P1,PAID_BY,800000
order,ORD_0016,payment,EV08_P1,PAID_BY,700000
order,ORD_0017,payment,EV08_P2,PAID_BY,250000
order,ORD_0018,payment,EV09_P1,PAID_BY,950000
order,ORD_0019,payment,EV10_P1,PAID_BY,1400000
order,ORD_0020,payment,EV11_P1,PAID_BY,900000
order,ORD_0021,payment,EV11_P2,PAID_BY,600000
order,ORD_0022,payment,EV12_P1,PAID_BY,700000
order,ORD_0023,payment,EV13_P1,PAID_BY,550000
order,ORD_0024,payment,EV14_P1,PAID_BY,1100000
order,ORD_0025,payment,EV15_P1,PAID_BY,1000000
order,ORD_0026,payment,EV16_P1,PAID_BY,850000
order,ORD_0027,payment,EV17_P1,PAID_BY,1250000
order,ORD_0028,payment,EV18_P1,PAID_BY,1200000
order,ORD_0029,payment,EV19_P1,PAID_BY,950000
order,ORD_0030,payment,EV20_P1,PAID_BY,450000
order,ORD_0031,payment,EV20_P2,PAID_BY,450000
order,ORD_0032,payment,EV21_P1,PAID_BY,500000
order,ORD_0033,payment,EV22_P1,PAID_BY,500000
order,ORD_0034,payment,PIPE_P001,PAID_BY,485000
order,ORD_0035,payment,PIPE_P002,PAID_BY,250000
order,ORD_0036,payment,PIPE_P003,PAID_BY,1120000
order,ORD_0037,payment,PIPE_P004,PAID_BY,318000
order,ORD_0038,payment,PIPE_P005,PAID_BY,742000
order,ORD_0039,payment,PIPE_P006,PAID_BY,196000
order,ORD_0040,payment,PIPE_P007,PAID_BY,655000
order,ORD_0041,payment,PIPE_P008,PAID_BY,1480000
order,ORD_0042,payment,PIPE_P009,PAID_BY,409000
order,ORD_0043,payment,PIPE_P010,PAID_BY,275000
order,ORD_0044,payment,PIPE_P011,PAID_BY,890000
order,ORD_0045,payment,PIPE_P012,PAID_BY,533000
order,ORD_0046,payment,PIPE_P013,PAID_BY,167000
payment,PIPE_P001,seller_allocation,ALLOC_0023,ALLOCATED_TO,291000
payment,PIPE_P001,seller_allocation,ALLOC_0024,ALLOCATED_TO,145500
payment,PIPE_P001,ledger_entry,L_00201,POSTED_AS,485000
payment,PIPE_P001,ledger_entry,L_00202,POSTED_AS,485000
payment,PIPE_P002,seller_allocation,ALLOC_0025,ALLOCATED_TO,200000
payment,PIPE_P002,ledger_entry,L_00203,POSTED_AS,250000
payment,PIPE_P002,ledger_entry,L_00204,POSTED_AS,250000
payment,PIPE_P003,seller_allocation,ALLOC_0026,ALLOCATED_TO,840000
payment,PIPE_P003,ledger_entry,L_00205,POSTED_AS,1120000
payment,PIPE_P003,ledger_entry,L_00206,POSTED_AS,1120000
payment,PIPE_P004,ledger_entry,L_00207,POSTED_AS,318000
payment,PIPE_P004,ledger_entry,L_00208,POSTED_AS,318000
payment,PIPE_P005,seller_allocation,ALLOC_0027,ALLOCATED_TO,667800
payment,PIPE_P005,ledger_entry,L_00209,POSTED_AS,742000
payment,PIPE_P005,ledger_entry,L_00210,POSTED_AS,742000
payment,PIPE_P006,ledger_entry,L_00211,POSTED_AS,196000
payment,PIPE_P006,ledger_entry,L_00212,POSTED_AS,196000
payment,PIPE_P007,seller_allocation,ALLOC_0028,ALLOCATED_TO,327500
payment,PIPE_P007,seller_allocation,ALLOC_0029,ALLOCATED_TO,262000
payment,PIPE_P007,ledger_entry,L_00213,POSTED_AS,655000
payment,PIPE_P007,ledger_entry,L_00214,POSTED_AS,655000
payment,PIPE_P008,seller_allocation,ALLOC_0030,ALLOCATED_TO,1184000
payment,PIPE_P008,ledger_entry,L_00215,POSTED_AS,1480000
payment,PIPE_P008,ledger_entry,L_00216,POSTED_AS,1480000
payment,PIPE_P009,seller_allocation,ALLOC_0031,ALLOCATED_TO,286300
payment,PIPE_P009,ledger_entry,L_00217,POSTED_AS,409000
payment,PIPE_P009,ledger_entry,L_00218,POSTED_AS,409000
payment,PIPE_P010,ledger_entry,L_00219,POSTED_AS,275000
payment,PIPE_P010,ledger_entry,L_00220,POSTED_AS,275000
payment,PIPE_P011,seller_allocation,ALLOC_0032,ALLOCATED_TO,578500
payment,PIPE_P011,ledger_entry,L_00221,POSTED_AS,890000
payment,PIPE_P011,ledger_entry,L_00222,POSTED_AS,890000
payment,PIPE_P012,seller_allocation,ALLOC_0033,ALLOCATED_TO,373100
payment,PIPE_P012,ledger_entry,L_00223,POSTED_AS,533000
payment,PIPE_P012,ledger_entry,L_00224,POSTED_AS,533000
payment,PIPE_P013,ledger_entry,L_00225,POSTED_AS,167000
payment,PIPE_P013,ledger_entry,L_00226,POSTED_AS,167000
settlement_item,SI_0001,settlement,EV_01,PART_OF,250000
settlement_item,SI_0002,settlement,EV_01,PART_OF,1000000
settlement_item,SI_0003,settlement,EV_01,PART_OF,480000
settlement_item,SI_0004,settlement,EV_02,PART_OF,620000
settlement_item,SI_0005,settlement,EV_02,PART_OF,310000
settlement_item,SI_0006,settlement,EV_03,PART_OF,900000
settlement_item,SI_0007,settlement,EV_03,PART_OF,-300000
settlement_item,SI_0008,settlement,EV_04,PART_OF,1000000
settlement_item,SI_0009,settlement,EV_05,PART_OF,120200
settlement_item,SI_0010,settlement,EV_05,PART_OF,180500
settlement_item,SI_0011,settlement,EV_05,PART_OF,240700
settlement_item,SI_0012,settlement,EV_05,PART_OF,300800
settlement_item,SI_0013,settlement,EV_05,PART_OF,361000
settlement_item,SI_0014,settlement,EV_05,PART_OF,421100
settlement_item,SI_0015,settlement,EV_06,PART_OF,1200000
settlement_item,SI_0016,settlement,EV_07,PART_OF,800000
settlement_item,SI_0017,settlement,EV_08,PART_OF,-150000
settlement_item,SI_0018,settlement,EV_08,PART_OF,700000
settlement_item,SI_0019,settlement,EV_08,PART_OF,250000
settlement_item,SI_0020,settlement,EV_09,PART_OF,950000
settlement_item,SI_0021,settlement,EV_10,PART_OF,1400000
settlement_item,SI_0022,settlement,EV_11,PART_OF,900000
settlement_item,SI_0023,settlement,EV_11,PART_OF,600000
settlement_item,SI_0024,settlement,EV_12,PART_OF,700000
settlement_item,SI_0025,settlement,EV_13,PART_OF,550000
settlement_item,SI_0026,settlement,EV_14,PART_OF,1100000
settlement_item,SI_0027,settlement,EV_15,PART_OF,1000000
settlement_item,SI_0028,settlement,EV_16,PART_OF,850000
settlement_item,SI_0029,settlement,EV_17,PART_OF,1250000
settlement_item,SI_0030,settlement,EV_18,PART_OF,1200000
settlement_item,SI_0031,settlement,EV_19,PART_OF,950000
settlement_item,SI_0032,settlement,EV_20,PART_OF,450000
settlement_item,SI_0033,settlement,EV_20,PART_OF,450000
settlement_item,SI_0034,settlement,EV_21,PART_OF,500000
settlement_item,SI_0035,settlement,EV_22,PART_OF,500000
